time,acc_x,acc_y,acc_z,grav_x,grav_y,grav_z,gyro_yaw,gyro_pitch,gyro_roll,orient_yaw,orient_pitch,orient_roll,gps_lat,gps_lon,gps_speed,gps_accuracy,gps_orient,gps_sats,ins_vel_x,ins_vel_y,ins_vel_z,ins_pos_x,ins_pos_y,ins_pos_z,ins_is_reset,_t_sec,true_vel_x,true_vel_y,true_pos_x,true_pos_y,true_speed_ms,true_heading,err_vel_x,err_vel_y,err_pos_x,err_pos_y
14011910.0,-1.162,-0.4942,12.5316,0.0243,-0.0803,9.8063,-0.0962,0.0571,-0.099,0.27,-80.26,-150.31,52.20372,-2.191775,4.82,2,138.98,24 / 24,3.6363201924024926,-4.139719248732442,0.0,0.0,0.0,0.0,False,0.0,3.6363201924024926,-4.139719248732442,0.0,0.0,5.51,138.704,0.0,0.0,0.0,0.0
14012010.0,0.8423,2.9356,6.3126,0.0673,-0.097,9.8059,-0.3021,0.2233,0.0251,355.83,-79.74,-151.89,52.20372,-2.191775,4.82,2,138.98,24 / 24,3.5413236850931793,-4.031749775306065,-0.03845500000013989,0.3588821938760892,-0.40857345120341176,-0.0019227500000139894,False,0.1000000000003638,3.696754344339674,-4.259531349530508,0.37480559691644083,-0.4336602145046443,5.640000000002435,139.0459999999938,0.15543065924649468,-0.22778157422444245,0.015923403040351614,-0.02508676330123255
14012110.0,0.4584,0.51,11.1696,-0.0193,0.0608,9.8064,0.2643,-0.2112,0.1082,0.15,-80.18,-150.41,52.20372,-2.191775,4.82,2,138.98,24 / 24,3.5275448191194556,-3.873976458636641,-0.14501000000052744,0.7123256190880067,-0.8038597629019851,-0.011096000000080729,False,0.2000000000007276,3.8103220318771314,-4.338114672839427,0.7564258409836578,-0.8673204275954515,5.7738888888957005,138.70600000002784,0.28277721275767576,-0.4641382142027859,0.044100221895651104,-0.06346066469346634
14012210.0,1.1963,-2.5402,13.9268,0.0061,-0.0368,9.8066,0.1,0.0534,-0.0123,0.34,-79.94,-150.26,52.20372,-2.191775,4.82,2,138.98,24 / 24,3.5408262860553776,-3.990337328988996,0.12914499999548318,1.0657441743416054,-1.1970754522775449,-0.011889250000321398,False,0.2999999999992724,3.8737257698592384,-4.53090436214001,1.1448607322472297,-1.323219626910023,5.9611111111043,139.47099999997218,0.3328994838038608,-0.5405670331510142,0.07911655790562433,-0.12614417463247807
14012310.0,-0.1316,0.7906,9.5419,-0.0503,0.0608,9.8062,0.2251,-0.0827,-0.0084,358.19,-79.99,-150.09,52.20372,-2.191775,4.82,2,138.98,24 / 24,3.5235647549152005,-4.094006945829198,0.32191499999618456,1.4189637263914192,-1.6012926660199251,0.010663749999344036,False,0.3999999999996362,3.9454581937409787,-4.599669514369523,1.5401102707778125,-1.790238319398672,6.059999999998201,139.3780000000017,0.42189343882577823,-0.5056625685403251,0.12114654438639327,-0.1889456533787468
14012410.0,-0.478,0.3432,8.8081,-0.0218,0.0404,9.8065,0.0598,-0.0606,0.0404,358.98,-80.18,-149.47,52.20372,-2.191775,4.82,2,138.98,24 / 24,3.423220953992596,-4.054396339653918,0.2587499999959548,1.7663030118380727,-2.008712830295563,0.039696999999056626,False,0.5,4.051265268910177,-4.5789613523812545,1.9489891037180713,-2.246137518047586,6.113888888888889,138.499,0.6280443149175805,-0.5245650127273365,0.18268609187999862,-0.2374246877520232
14012510.0,-0.4933,0.3246,10.0887,-0.0107,-0.0117,9.8066,0.0362,0.1532,-0.0751,356.65,-79.93,-149.55,52.20372,-2.191775,4.82,2,138.98,24 / 24,3.3053705149365817,-4.040240647608665,0.2229249999958245,2.1027325852857555,-2.4134446796601647,0.0637807499987332,False,0.6000000000003638,4.13138492697199,-4.680534291616165,2.3578679366589497,-2.7131562105372464,6.24305555555981,138.56600000000583,0.8260144120354078,-0.6402936440074996,0.2551353513731942,-0.2997115308770817
14012610.0,-1.248,0.2444,9.4344,0.0243,-0.0298,9.8065,-0.1043,-0.0758,0.0231,1.2,-79.96,-149.58,52.20372,-2.191775,4.82,2,138.98,24 / 24,3.1493080662794726,-4.027961294474733,0.2184149999958081,2.425466514347732,-2.816854776765802,0.08584774999839512,False,0.7000000000007276,4.258975420589911,-4.879747708973505,2.787190711268156,-3.213533380302982,6.476944444444555,138.8859999999929,1.1096673543104383,-0.8517864144987719,0.3617241969204241,-0.3966786035371799
14012710.0,1.5875,1.2873,9.4148,-0.0021,0.0233,9.8066,0.0486,-0.0429,0.0585,1.8,-80.08,-149.12,52.20372,-2.191775,4.82,2,138.98,24 / 24,3.0994709055376917,-3.96552549114246,0.1802099999963641,2.7379054629340436,-3.216529116040846,0.10577899999771369,False,0.7999999999992724,4.277575449366012,-4.8675197251762325,3.2165134858112223,-3.7027910568916056,6.479999999999889,138.6910000000071,1.17810454382832,-0.9019942340337725,0.47860802287717874,-0.4862619408507598
14012809.0,-0.9292,0.9426,8.5638,-0.0077,0.0412,9.8065,0.0627,-0.1458,0.1491,0.76,-80.32,-148.07,52.20372,-2.191775,4.82,2,138.98,24 / 24,3.066320269354174,-3.870100330297396,0.09929234999623335,3.0431121260916845,-3.604392594202746,0.11961436632236963,False,0.8989999999994325,4.375215509425549,-5.010846676789631,3.6482895334060057,-4.198164455658929,6.652149999996458,138.87414999999623,1.308895240071375,-1.1407463464922354,0.6051774073143212,-0.5937718614561827
14012910.0,3.0836,0.681,12.0041,0.0173,-0.0717,9.8064,0.0387,0.3871,-0.2195,359.91,-80.06,-148.74,52.20372,-2.191775,4.82,2,138.98,24 / 24,3.1062246425933915,-3.8017186952983475,0.14749964999650428,3.354825644146788,-3.991819454997508,0.1320773623220729,False,1.0,4.537913341045017,-5.104531566085732,4.109232271080298,-4.714664889556297,6.83,138.363,1.4316886984516253,-1.3028128707873843,0.7544066269335103,-0.7228454345587889
14013010.0,1.2931,1.8183,8.1044,0.0497,-0.0759,9.8062,-0.1949,0.2607,-0.1318,357.38,-79.58,-150.68,52.20372,-2.191775,4.82,2,138.98,24 / 24,3.2524635365815775,-3.6899996185216577,0.17225964999659438,3.672760053106693,-4.366405370689871,0.148065327321786,False,1.1000000000003638,4.636251799380863,-5.268612059510112,4.572628281767879,-5.248400537307049,7.018055555556521,138.6530000000097,1.383788262799286,-1.5786124409884539,0.8998682286611861,-0.8819951666171777
14013110.0,-1.8193,0.4925,9.1039,-0.0224,0.0008,9.8065,0.1062,0.3942,-0.0666,358.07,-79.86,-150.17,52.20372,-2.191775,4.82,2,138.98,24 / 24,3.1530893262802384,-3.5921239986615245,0.05200964999615694,3.993037696250949,-4.730511551550355,0.15927879232146436,False,1.2000000000007276,4.621624085088614,-5.351747673599008,5.0360242924288645,-5.793255678190212,7.071111111115688,139.18699999997938,1.4685347588083757,-1.7596236749374836,1.0429865961779154,-1.0627441266398572
14013210.0,-0.5541,1.9474,9.9656,-0.0215,-0.0744,9.8063,-0.0936,0.594,-0.3336,358.61,-79.54,-149.74,52.20372,-2.191775,4.82,2,138.98,24 / 24,2.963040930144433,-3.490623097450683,0.02481964999655265,4.298844209067733,-5.084648906350812,0.16312025732104393,False,1.2999999999992724,4.757540030579296,-5.4001687190114005,5.513049597509831,-6.326991325892218,7.1969444444398665,138.62000000002064,1.7944991004348632,-1.9095456215607176,1.2142053884420978,-1.242342419541406
14013310.0,1.1039,-0.4417,10.0109,-0.0379,-0.05,9.8064,-0.1387,0.1008,-0.228,357.8,-79.68,-150.37,52.20372,-2.191775,4.82,2,138.98,23 / 24,2.9207778972759693,-3.4307800920260165,0.042979649996618755,4.593035150439823,-5.4307190658259055,0.16651022232071483,False,1.3999999999996362,4.790658596986486,-5.378996146451269,5.9900749026070885,-6.871846466068058,7.203055555555444,138.31100000000563,1.8698806997105164,-1.9482160544252523,1.3970397521672657,-1.4411274002421521
14013410.0,0.4496,-0.1925,9.6555,0.0358,-0.0544,9.8064,-0.2525,0.468,-0.0183,356.36,-79.59,-149.73,52.20372,-2.191775,4.82,2,138.98,23 / 24,2.931967554500752,-3.4771196702447082,0.045634649996628446,4.885672423029724,-5.776114053940698,0.1709409373203933,False,1.5,4.665634932543322,-5.355861172728445,6.453470913267824,-7.4055821152334556,7.103055555555556,138.94,1.7336673780425702,-1.8787415024837366,1.5677984902381006,-1.6294680612927577
14013510.0,0.4079,1.0582,10.6446,0.0121,0.0261,9.8065,0.1199,-0.1804,0.0714,357.15,-79.75,-149.1,52.20372,-2.191775,4.82,2,138.98,23 / 24,2.9049947679704182,-3.4500363622166375,0.07997464999675345,5.177520539154344,-6.122471855565025,0.17722140232008526,False,1.6000000000003638,4.708467657879524,-5.259110633970685,6.92368157118709,-7.928198269143663,7.058888888886201,138.16200000000597,1.8034728899091057,-1.8090742717540471,1.746161032032746,-1.805726413578638
14013610.0,-1.4629,0.6263,9.9815,0.0214,-0.0014,9.8066,0.1078,-0.1029,0.138,352.1,-79.54,-150.06,52.20372,-2.191775,4.82,2,138.98,23 / 24,2.779022861253345,-3.3962957459136636,0.13061464999693778,5.461721420616566,-6.464788460972786,0.18775086731980814,False,1.7000000000007276,4.580344110618715,-5.175316861647448,7.380262934615896,-8.45081442517584,6.911111111111727,138.48999999999114,1.8013212493653703,-1.7790211157337845,1.9185415139993296,-1.9860259642030549
14013710.0,2.663,0.9508,8.6008,-0.0109,0.0368,9.8065,0.0607,0.0724,0.0301,354.45,-79.19,-149.92,52.20372,-2.191775,4.82,2,138.98,23 / 24,2.7637046501396414,-3.3378079604034676,0.079064649997688,5.738857796182183,-6.801493646283743,0.19823483231938688,False,1.7999999999992724,4.6136260094490185,-5.168404862797723,7.843658945288424,-8.97343057974584,6.928055555554939,138.24600000000888,1.849921359309377,-1.8305969023942552,2.1048011491062413,-2.1719369334620966
14013810.0,-1.9473,-1.024,6.2822,0.0172,-0.0042,9.8065,-0.1062,-0.2757,0.1976,354.03,-79.36,-148.54,52.20372,-2.191775,4.82,2,138.98,23 / 24,2.7332435803626,-3.360214974410944,-0.15745035000317242,6.013705207708295,-7.136394793025682,0.1943155473190984,False,1.8999999999996362,4.624372683467421,-5.190829302051481,8.307054955976007,-9.484927242645401,6.951944444444011,138.30299999999897,1.8911291031048205,-1.8306143276405367,2.293349748267712,-2.3485324496197197
14013909.0,1.9035,-1.7251,10.5253,-0.1218,0.111,9.8052,0.7989,-0.03,-0.1876,356.71,-79.88,-145.26,52.20372,-2.191775,4.82,2,138.98,23 / 24,2.6750168540897774,-3.5205197011994303,-0.29633745000339695,6.28141409921412,-7.4769911594689455,0.1718530512187369,False,1.9989999999997963,4.622447974868557,-5.122005796055173,8.765817006502141,-10.00231723641576,6.899419444444559,137.93472000000082,1.9474311207787793,-1.6014860948557423,2.484402907288021,-2.525326076946814
14014010.0,4.5597,1.3691,15.2221,-0.0285,0.0206,9.8066,0.5013,0.2017,-0.3115,355.36,-79.5,-147.98,52.20372,-2.191775,4.82,2,138.98,23 / 24,2.931711440433772,-3.5340772687157656,0.013434599998343677,6.564553878089151,-7.833248306451665,0.15756645729340144,False,2.100000000000364,4.5718176577268785,-5.013452732848324,9.227032330065054,-10.496801074603782,6.785000000000565,137.63800000000938,1.6401062172931065,-1.4793754641325587,2.662478451975903,-2.663552768152117
14014109.0,2.2707,1.4462,6.8342,-0.1006,-0.0115,9.8061,0.2132,0.7696,-0.4656,353.02,-79.39,-151.08,52.20372,-2.191775,4.82,2,138.98,23 / 24,3.1878852010865684,-3.3849456558611615,0.13436309999853924,6.867473911844898,-8.175739941218776,0.16488244344325897,False,2.199000000000524,4.547483201091846,-5.076956671245221,9.679047879912055,-11.014191068374341,6.8158000000010635,138.14884000001763,1.3595980000052776,-1.6920110153840597,2.811573968067157,-2.8384511271555652
14014210.0,9.9564,-1.9252,11.9785,-0.0978,0.0045,9.8061,0.204,0.7879,-0.3375,350.23,-79.04,-152.66,52.20372,-2.191775,4.82,2,138.98,23 / 24,3.7383712440787167,-3.3338298052082753,0.09393279999904028,7.2172498623214105,-8.515038101998579,0.1764113863929939,False,2.2999999999992724,4.406524192656182,-4.912013752784219,10.119751115321431,-11.497555415505603,6.5988888888967905,138.10500000000178,0.6681529485774651,-1.5781839475759436,2.902501253000021,-2.9825173135070244
14014309.0,-4.2459,-6.0883,13.0182,0.0468,-0.1502,9.8053,-0.2382,0.5396,-0.1288,352.88,-78.23,-150.49,52.20372,-2.191775,4.82,2,138.98,24 / 24,4.003920201444937,-3.693619177397833,0.3604110999994712,7.600493288875451,-8.862896826638144,0.19890140944295656,False,2.3989999999994325,4.50039545347955,-4.978097752225786,10.565020164408338,-12.003937110373034,6.710813888886586,137.8852200000045,0.49647525203461296,-1.2844785748279528,2.9645268755328873,-3.14104028373489
14014410.0,8.2593,5.4708,7.6117,-0.0361,-0.1346,9.8056,-0.2858,1.2982,-0.7124,351.4,-78.22,-150.05,52.20372,-2.191775,4.82,2,138.98,24 / 24,4.133658680718055,-3.7139714504004018,0.41174939999975974,8.011441022426991,-9.236980153344057,0.23789551469313683,False,2.5,4.4614506904030184,-4.927202876342041,11.019284547795468,-12.498309755037074,6.646944444444443,137.84,0.3277920096849636,-1.2132314259416392,3.007843525368477,-3.261329601693017
14014510.0,-5.2505,-4.5892,12.0121,0.0271,-0.008,9.8065,0.1279,-0.6288,0.3765,352.29,-78.51,-152.22,52.20372,-2.191775,4.82,2,138.98,24 / 24,4.205792272463484,-3.6686878802410683,0.41227439999976173,8.428413570087585,-9.606113119877472,0.2790967046932628,False,2.600000000000364,4.38645548831274,-4.880381454460195,11.455421969663822,-12.987567432377517,6.56194444444541,138.05099999999942,0.18066321584925582,-1.2116935742191264,3.0270083995762374,-3.381454312500045
14014610.0,-2.9882,-0.8721,11.5583,-0.0353,-0.0964,9.8061,-0.0112,0.558,-0.3718,349.63,-78.21,-151.8,52.20372,-2.191775,4.82,2,138.98,24 / 24,3.7717868482146635,-4.026417913958252,0.6101294000004815,8.827292526122944,-9.990868409588838,0.33021689469346094,False,2.7000000000007276,4.424754366177023,-4.917293340745544,11.898374038655364,-13.476825109717963,6.614999999995705,138.01799999998516,0.6529675179623595,-0.890875426787292,3.0710815125324196,-3.4859567001291243
14014710.0,-4.2885,-5.1371,11.265,0.0018,0.0772,9.8063,0.1289,-0.8331,0.4899,348.33,-78.34,-152.73,52.20372,-2.191775,4.82,2,138.98,24 / 24,3.4100129072243504,-4.41871461585182,0.770629399998146,9.186382513889669,-10.413125036073197,0.39925483469238765,False,2.7999999999992724,4.3800677269734125,-4.798467861867912,12.334511460402648,-13.966082786306586,6.496944444448739,137.61000000001485,0.9700548197490622,-0.37975324601609195,3.14812894651298,-3.5529577502333893
14014809.0,0.5632,-0.6056,11.266,-0.0308,-0.0144,9.8066,0.1407,0.0323,0.0898,347.44,-78.51,-152.09,52.20372,-2.191775,4.82,2,138.98,24 / 24,3.223847587171745,-4.762414843764146,0.9150555499983796,9.514758608362806,-10.867590944324922,0.4826962397173506,False,2.8989999999994325,4.327881813574997,-4.803100759227138,12.766287508024503,-14.439439588671386,6.465319444445095,137.9792699999924,1.104034226403252,-0.040685915462991495,3.2515288996616967,-3.5718486443464634
